timestamp,device_id,device_name,cycle,vibration,temperature,current,voltage,rpm,health,stage,label,fault_type
2026-01-02T18:00:00,MOTOR-001,主电机,204,1.827,58.47,92.59,387.58,1482.8,0.9528,正常运行,normal,
2026-01-02T19:00:00,MOTOR-001,主电机,210,1.809,57.54,87.98,378.46,1473.2,0.9428,正常运行,normal,
2026-01-02T20:00:00,MOTOR-001,主电机,216,1.855,55.97,94.85,382.7,1476.9,0.9419,正常运行,normal,
2026-01-02T21:00:00,MOTOR-001,主电机,222,1.845,55.08,93.74,372.16,1479.8,0.9418,正常运行,normal,
2026-01-02T22:00:00,MOTOR-001,主电机,228,1.919,55.76,94.62,378.26,1469.6,0.9258,正常运行,normal,
2026-01-02T23:00:00,MOTOR-001,主电机,234,1.884,54.7,91.53,385.56,1483.0,0.937,正常运行,normal,
2026-01-03T00:00:00,MOTOR-001,主电机,240,1.627,54.08,91.37,377.61,1474.5,0.945,正常运行,normal,
2026-01-03T01:00:00,MOTOR-001,主电机,246,2.066,53.55,96.37,382.21,1460.8,0.9278,正常运行,normal,
2026-01-03T02:00:00,MOTOR-001,主电机,252,1.757,52.8,90.78,381.24,1472.5,0.9298,正常运行,normal,
2026-01-03T03:00:00,MOTOR-001,主电机,258,1.865,53.56,91.1,384.81,1466.5,0.9246,正常运行,normal,
2026-01-03T04:00:00,MOTOR-001,主电机,264,1.817,54.33,93.51,381.34,1486.9,0.9298,正常运行,normal,
2026-01-03T05:00:00,MOTOR-001,主电机,270,2.073,55.28,94.49,375.13,1473.7,0.9207,正常运行,normal,
2026-01-03T06:00:00,MOTOR-001,主电机,276,1.824,55.92,87.58,389.98,1476.0,0.9242,正常运行,normal,
2026-01-03T07:00:00,MOTOR-001,主电机,282,1.636,55.37,84.34,377.01,1472.7,0.9059,正常运行,normal,
2026-01-03T08:00:00,MOTOR-001,主电机,288,1.5,55.8,87.54,381.14,1475.4,0.9194,正常运行,normal,
2026-01-03T09:00:00,MOTOR-001,主电机,294,1.714,56.74,90.35,377.98,1468.4,0.9215,正常运行,normal,
2026-01-03T10:00:00,MOTOR-001,主电机,300,1.814,57.71,90.57,379.4,1468.8,0.9027,正常运行,normal,
2026-01-03T11:00:00,MOTOR-001,主电机,306,1.815,59.18,92.91,374.99,1468.6,0.9023,正常运行,normal,
2026-01-03T12:00:00,MOTOR-001,主电机,312,1.861,59.98,90.98,381.33,1475.1,0.8968,正常运行,normal,
2026-01-03T13:00:00,MOTOR-001,主电机,318,1.762,60.11,91.94,378.67,1466.3,0.8946,正常运行,normal,
2026-01-03T14:00:00,MOTOR-001,主电机,324,1.92,60.36,94.56,382.94,1471.1,0.8928,正常运行,normal,
2026-01-03T15:00:00,MOTOR-001,主电机,330,1.664,60.53,94.61,378.04,1466.1,0.8865,正常运行,normal,
2026-01-03T16:00:00,MOTOR-001,主电机,336,1.955,59.36,96.72,379.77,1472.5,0.8975,正常运行,normal,
2026-01-03T17:00:00,MOTOR-001,主电机,342,1.962,58.76,92.21,373.79,1467.7,0.8871,正常运行,normal,
2026-01-03T18:00:00,MOTOR-001,主电机,348,1.928,58.61,95.13,378.69,1472.4,0.8821,正常运行,normal,
2026-01-03T19:00:00,MOTOR-001,主电机,354,1.751,57.96,92.39,385.31,1468.8,0.8784,正常运行,normal,
2026-01-03T20:00:00,MOTOR-001,主电机,360,1.793,58.03,94.88,378.67,1470.4,0.8732,正常运行,normal,
2026-01-03T21:00:00,MOTOR-001,主电机,366,1.821,56.41,90.03,376.69,1468.8,0.8633,正常运行,normal,
2026-01-03T22:00:00,MOTOR-001,主电机,372,1.818,55.96,88.05,378.81,1468.7,0.8742,正常运行,normal,
2026-01-03T23:00:00,MOTOR-001,主电机,378,1.854,55.93,88.82,375.89,1466.9,0.8722,正常运行,normal,
2026-01-04T00:00:00,MOTOR-001,主电机,384,1.808,54.78,84.58,383.38,1463.6,0.8552,正常运行,normal,
2026-01-04T01:00:00,MOTOR-001,主电机,390,1.634,53.42,81.59,372.52,1476.8,0.8672,正常运行,normal,
2026-01-04T02:00:00,MOTOR-001,主电机,396,1.967,54.88,88.48,379.77,1469.5,0.8477,正常运行,normal,
2026-01-04T03:00:00,MOTOR-001,主电机,402,1.986,54.21,91.8,377.99,1473.1,0.8488,正常运行,normal,
2026-01-04T04:00:00,MOTOR-001,主电机,408,2.04,55.74,87.7,372.81,1456.6,0.8416,正常运行,normal,
2026-01-04T05:00:00,MOTOR-001,主电机,414,1.669,55.72,81.85,381.07,1470.5,0.845,正常运行,normal,
2026-01-04T06:00:00,MOTOR-001,主电机,420,1.943,56.28,88.19,377.94,1470.5,0.8346,正常运行,normal,
2026-01-04T07:00:00,MOTOR-001,主电机,426,1.916,56.2,88.97,377.94,1458.4,0.8347,正常运行,normal,
2026-01-04T08:00:00,MOTOR-001,主电机,432,1.95,58.97,93.87,380.0,1467.7,0.8309,正常运行,normal,
2026-01-04T09:00:00,MOTOR-001,主电机,438,1.937,59.1,86.44,384.54,1460.8,0.8233,正常运行,normal,
2026-01-04T10:00:00,MOTOR-001,主电机,444,1.81,60.23,86.02,382.22,1462.9,0.8248,正常运行,normal,
2026-01-04T11:00:00,MOTOR-001,主电机,450,1.989,59.8,87.77,379.77,1458.1,0.8184,正常运行,normal,
2026-01-04T12:00:00,MOTOR-001,主电机,456,1.81,60.68,86.6,381.89,1469.5,0.8138,正常运行,normal,
2026-01-04T13:00:00,MOTOR-001,主电机,462,1.692,61.66,72.98,381.94,1458.3,0.8091,正常运行,normal,
2026-01-04T14:00:00,MOTOR-001,主电机,468,1.67,61.72,76.11,380.77,1469.8,0.801,正常运行,normal,
2026-01-04T15:00:00,MOTOR-001,主电机,474,1.672,59.94,73.26,380.47,1468.8,0.8024,正常运行,normal,
2026-01-04T16:00:00,MOTOR-001,主电机,480,1.446,60.31,72.21,381.73,1468.3,0.8102,正常运行,normal,
2026-01-04T17:00:00,MOTOR-001,主电机,486,1.721,61.29,74.87,382.26,1473.3,0.8026,正常运行,normal,
2026-01-04T18:00:00,MOTOR-001,主电机,492,1.637,59.73,72.58,380.73,1462.8,0.7894,轻度衰退,warning,
2026-01-04T19:00:00,MOTOR-001,主电机,498,1.549,59.39,75.36,379.22,1456.3,0.7856,轻度衰退,warning,
2026-01-04T20:00:00,MOTOR-001,主电机,504,1.881,58.42,76.5,382.02,1468.4,0.7877,轻度衰退,warning,
2026-01-04T21:00:00,MOTOR-001,主电机,510,1.809,58.18,71.15,389.66,1452.2,0.7749,轻度衰退,warning,
2026-01-04T22:00:00,MOTOR-001,主电机,516,1.72,58.03,75.2,376.83,1462.0,0.7753,轻度衰退,warning,
2026-01-04T23:00:00,MOTOR-001,主电机,522,1.78,57.39,72.13,384.56,1450.8,0.7611,轻度衰退,warning,
2026-01-05T00:00:00,MOTOR-001,主电机,528,1.847,55.45,77.1,377.09,1457.3,0.7747,轻度衰退,warning,
2026-01-05T01:00:00,MOTOR-001,主电机,534,1.82,56.61,77.57,378.67,1458.5,0.7527,轻度衰退,warning,
2026-01-05T02:00:00,MOTOR-001,主电机,540,1.782,56.48,71.29,374.44,1474.4,0.7652,轻度衰退,warning,
2026-01-05T03:00:00,MOTOR-001,主电机,546,1.771,56.74,75.39,376.32,1467.1,0.7606,轻度衰退,warning,
2026-01-05T04:00:00,MOTOR-001,主电机,552,1.934,56.9,83.03,375.6,1459.1,0.7701,轻度衰退,warning,
2026-01-05T05:00:00,MOTOR-001,主电机,558,1.974,57.26,82.69,380.37,1465.8,0.7549,轻度衰退,warning,
2026-01-05T06:00:00,MOTOR-001,主电机,564,1.903,58.41,74.84,379.83,1460.8,0.7402,轻度衰退,warning,
2026-01-05T07:00:00,MOTOR-001,主电机,570,1.706,58.45,78.78,382.53,1457.6,0.744,轻度衰退,warning,
2026-01-05T08:00:00,MOTOR-001,主电机,576,1.888,60.95,80.12,378.79,1452.9,0.7268,轻度衰退,warning,
2026-01-05T09:00:00,MOTOR-001,主电机,582,1.933,59.92,76.25,376.9,1449.5,0.7321,轻度衰退,warning,
2026-01-05T10:00:00,MOTOR-001,主电机,588,1.786,62.79,80.7,383.52,1442.2,0.7255,轻度衰退,warning,
2026-01-05T11:00:00,MOTOR-001,主电机,594,1.874,61.96,74.11,376.24,1451.5,0.7365,轻度衰退,warning,
2026-01-05T12:00:00,MOTOR-001,主电机,600,1.795,62.42,73.82,377.06,1448.3,0.7252,轻度衰退,warning,
2026-01-05T13:00:00,MOTOR-001,主电机,606,2.065,62.75,78.74,377.34,1464.6,0.6977,轻度衰退,warning,
2026-01-05T14:00:00,MOTOR-001,主电机,612,1.811,62.39,72.69,370.89,1459.3,0.7202,轻度衰退,warning,
2026-01-05T15:00:00,MOTOR-001,主电机,618,1.974,62.89,76.11,375.17,1458.6,0.709,轻度衰退,warning,
2026-01-05T16:00:00,MOTOR-001,主电机,624,1.96,63.98,76.44,377.85,1449.8,0.7043,轻度衰退,warning,
2026-01-05T17:00:00,MOTOR-001,主电机,630,1.943,63.69,73.77,378.22,1463.9,0.6807,轻度衰退,warning,
2026-01-05T18:00:00,MOTOR-001,主电机,636,2.154,62.6,76.87,375.89,1452.1,0.6698,轻度衰退,warning,
2026-01-05T19:00:00,MOTOR-001,主电机,642,2.273,61.78,76.94,368.12,1454.2,0.6718,轻度衰退,warning,
2026-01-05T20:00:00,MOTOR-001,主电机,648,2.135,60.87,78.11,382.78,1462.6,0.6829,轻度衰退,warning,
2026-01-05T21:00:00,MOTOR-001,主电机,654,2.297,61.11,87.47,381.75,1450.1,0.6764,轻度衰退,warning,
2026-01-05T22:00:00,MOTOR-001,主电机,660,2.082,60.12,82.32,373.38,1462.3,0.6708,轻度衰退,warning,
2026-01-05T23:00:00,MOTOR-001,主电机,666,2.249,60.25,83.25,378.25,1447.3,0.672,轻度衰退,warning,
2026-01-06T00:00:00,MOTOR-001,主电机,672,2.159,60.54,84.27,380.03,1458.2,0.6683,轻度衰退,warning,
2026-01-06T01:00:00,MOTOR-001,主电机,678,2.304,58.98,79.74,380.2,1446.5,0.6644,轻度衰退,warning,
2026-01-06T02:00:00,MOTOR-001,主电机,684,2.558,60.48,83.53,381.89,1452.1,0.6401,轻度衰退,warning,
2026-01-06T03:00:00,MOTOR-001,主电机,690,2.537,59.86,83.41,382.82,1434.2,0.6382,轻度衰退,warning,
2026-01-06T04:00:00,MOTOR-001,主电机,696,2.424,58.69,80.27,377.87,1446.4,0.6508,轻度衰退,warning,
2026-01-06T05:00:00,MOTOR-001,主电机,702,2.405,60.5,76.08,380.55,1438.5,0.6246,轻度衰退,warning,
2026-01-06T06:00:00,MOTOR-001,主电机,708,2.469,61.4,84.34,375.62,1447.1,0.6355,轻度衰退,warning,
2026-01-06T07:00:00,MOTOR-001,主电机,714,2.368,62.23,84.91,380.71,1438.3,0.6379,轻度衰退,warning,
2026-01-06T08:00:00,MOTOR-001,主电机,720,2.091,62.43,77.69,377.37,1444.0,0.6293,轻度衰退,warning,
2026-01-06T09:00:00,MOTOR-001,主电机,726,2.49,64.34,80.98,376.03,1437.1,0.6128,轻度衰退,warning,
2026-01-06T10:00:00,MOTOR-001,主电机,732,2.322,65.13,80.53,377.01,1445.4,0.6053,轻度衰退,warning,
2026-01-06T11:00:00,MOTOR-001,主电机,738,2.923,65.77,78.99,382.93,1434.9,0.5985,明显退化,fault,轴承磨损
2026-01-06T12:00:00,MOTOR-001,主电机,744,2.565,67.72,88.61,379.45,1460.2,0.6,轻度衰退,warning,
2026-01-06T13:00:00,MOTOR-001,主电机,750,3.816,67.62,83.94,377.35,1437.8,0.5918,明显退化,fault,轴承磨损
2026-01-06T14:00:00,MOTOR-001,主电机,756,4.801,67.28,91.11,375.77,1449.7,0.5801,明显退化,fault,轴承磨损
2026-01-06T15:00:00,MOTOR-001,主电机,762,4.484,67.91,86.99,377.85,1445.6,0.5862,明显退化,fault,轴承磨损
2026-01-06T16:00:00,MOTOR-001,主电机,768,4.551,66.56,88.15,372.37,1444.3,0.5822,明显退化,fault,轴承磨损
2026-01-06T17:00:00,MOTOR-001,主电机,774,3.331,66.55,88.42,377.78,1447.1,0.588,明显退化,fault,轴承磨损
2026-01-06T18:00:00,MOTOR-001,主电机,780,3.331,65.89,82.06,383.47,1439.6,0.5743,明显退化,fault,轴承磨损
2026-01-06T19:00:00,MOTOR-001,主电机,786,3.695,65.17,86.51,378.76,1443.0,0.568,明显退化,fault,轴承磨损
2026-01-06T20:00:00,MOTOR-001,主电机,792,4.361,65.54,94.61,382.26,1434.5,0.5634,明显退化,fault,轴承磨损
2026-01-06T21:00:00,MOTOR-001,主电机,798,5.013,64.43,87.07,376.36,1446.0,0.5571,明显退化,fault,轴承磨损
2026-01-06T22:00:00,MOTOR-001,主电机,804,5.098,64.24,91.25,375.47,1440.1,0.54,明显退化,fault,轴承磨损
2026-01-06T23:00:00,MOTOR-001,主电机,810,4.903,62.89,83.05,375.09,1451.1,0.5376,明显退化,fault,轴承磨损
2026-01-07T00:00:00,MOTOR-001,主电机,816,3.862,64.31,82.76,374.57,1435.5,0.5272,明显退化,fault,轴承磨损
2026-01-07T01:00:00,MOTOR-001,主电机,822,3.161,62.47,85.97,368.37,1448.8,0.54,明显退化,fault,轴承磨损
2026-01-07T02:00:00,MOTOR-001,主电机,828,3.398,62.81,81.36,379.24,1439.5,0.5338,明显退化,fault,轴承磨损
2026-01-07T03:00:00,MOTOR-001,主电机,834,3.858,62.53,80.47,377.7,1434.5,0.5223,明显退化,fault,轴承磨损
2026-01-07T04:00:00,MOTOR-001,主电机,840,4.772,63.85,77.29,375.32,1446.2,0.5177,明显退化,fault,轴承磨损
2026-01-07T05:00:00,MOTOR-001,主电机,846,4.788,63.79,77.04,379.77,1438.5,0.5177,明显退化,fault,轴承磨损
2026-01-07T06:00:00,MOTOR-001,主电机,852,4.612,65.22,78.82,375.34,1436.7,0.5041,明显退化,fault,轴承磨损
2026-01-07T07:00:00,MOTOR-001,主电机,858,3.992,65.9,81.17,379.97,1439.7,0.5057,明显退化,fault,轴承磨损
2026-01-07T08:00:00,MOTOR-001,主电机,864,3.491,66.09,79.04,376.18,1437.0,0.4988,明显退化,fault,轴承磨损
2026-01-07T09:00:00,MOTOR-001,主电机,870,3.473,67.74,79.24,374.66,1438.2,0.4901,明显退化,fault,轴承磨损
2026-01-07T10:00:00,MOTOR-001,主电机,876,3.854,68.96,77.77,382.26,1441.0,0.4787,明显退化,fault,轴承磨损
2026-01-07T11:00:00,MOTOR-001,主电机,882,4.557,70.26,79.73,375.1,1432.5,0.4754,明显退化,fault,轴承磨损
2026-01-07T12:00:00,MOTOR-001,主电机,888,5.509,69.61,84.81,368.96,1440.8,0.4579,明显退化,fault,轴承磨损
2026-01-07T13:00:00,MOTOR-001,主电机,894,4.838,71.7,79.67,375.67,1428.0,0.4568,明显退化,fault,轴承磨损
2026-01-07T14:00:00,MOTOR-001,主电机,900,4.792,71.06,79.23,377.82,1423.2,0.46,明显退化,fault,轴承磨损
2026-01-07T15:00:00,MOTOR-001,主电机,906,4.475,70.68,82.85,384.52,1432.6,0.4607,明显退化,fault,轴承磨损
2026-01-07T16:00:00,MOTOR-001,主电机,912,3.702,70.87,78.81,373.47,1422.7,0.4588,明显退化,fault,轴承磨损
2026-01-07T17:00:00,MOTOR-001,主电机,918,4.359,77.32,84.6,378.3,1423.4,0.421,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-07T18:00:00,MOTOR-001,主电机,924,5.125,76.75,91.24,376.19,1425.8,0.4485,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-07T19:00:00,MOTOR-001,主电机,930,5.722,77.37,94.14,376.26,1416.7,0.4118,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-07T20:00:00,MOTOR-001,主电机,936,6.349,76.71,97.5,376.21,1429.6,0.4255,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-07T21:00:00,MOTOR-001,主电机,942,5.365,75.06,87.54,374.92,1431.2,0.4343,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-07T22:00:00,MOTOR-001,主电机,948,4.743,74.92,87.41,380.55,1425.6,0.409,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-07T23:00:00,MOTOR-001,主电机,954,4.526,74.92,89.1,380.84,1411.5,0.392,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T00:00:00,MOTOR-001,主电机,960,4.327,74.48,87.12,376.9,1424.2,0.4064,明显退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T01:00:00,MOTOR-001,主电机,966,4.977,74.05,88.57,372.7,1429.2,0.391,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T02:00:00,MOTOR-001,主电机,972,5.968,75.23,89.44,376.3,1425.9,0.3949,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T03:00:00,MOTOR-001,主电机,978,7.279,75.19,97.18,378.88,1414.4,0.3845,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T04:00:00,MOTOR-001,主电机,984,7.04,76.67,100.01,369.91,1420.3,0.3678,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T05:00:00,MOTOR-001,主电机,990,6.106,77.28,99.24,375.56,1428.4,0.3657,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T06:00:00,MOTOR-001,主电机,996,5.087,76.68,101.63,376.79,1419.7,0.3611,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T07:00:00,MOTOR-001,主电机,1002,5.43,80.31,102.91,371.96,1421.3,0.34,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T08:00:00,MOTOR-001,主电机,1008,5.517,79.95,100.55,373.77,1429.4,0.3505,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T09:00:00,MOTOR-001,主电机,1014,5.707,80.75,94.49,375.25,1408.6,0.3409,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T10:00:00,MOTOR-001,主电机,1020,7.358,82.1,101.98,373.2,1429.1,0.3439,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T11:00:00,MOTOR-001,主电机,1026,8.146,83.96,104.21,373.11,1431.3,0.3377,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T12:00:00,MOTOR-001,主电机,1032,7.955,83.62,106.15,371.04,1413.4,0.3211,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T13:00:00,MOTOR-001,主电机,1038,6.34,83.61,112.6,378.62,1411.6,0.3199,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T14:00:00,MOTOR-001,主电机,1044,5.066,83.64,99.4,378.48,1428.7,0.3215,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T15:00:00,MOTOR-001,主电机,1050,6.777,85.88,102.28,374.02,1408.0,0.3037,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T16:00:00,MOTOR-001,主电机,1056,6.583,84.49,95.43,378.95,1414.5,0.3065,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T17:00:00,MOTOR-001,主电机,1062,7.763,85.23,100.38,378.07,1424.9,0.2852,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T18:00:00,MOTOR-001,主电机,1068,8.289,84.54,105.76,377.21,1420.5,0.2992,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T19:00:00,MOTOR-001,主电机,1074,7.562,84.48,96.49,374.1,1423.7,0.2783,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T20:00:00,MOTOR-001,主电机,1080,6.083,84.67,86.98,371.82,1422.6,0.2657,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T21:00:00,MOTOR-001,主电机,1086,5.365,82.91,93.56,381.46,1431.4,0.2735,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T22:00:00,MOTOR-001,主电机,1092,5.923,82.9,101.08,376.45,1419.9,0.2633,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-08T23:00:00,MOTOR-001,主电机,1098,7.225,82.48,105.55,375.23,1415.5,0.2597,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T00:00:00,MOTOR-001,主电机,1104,8.568,83.04,106.48,373.82,1404.7,0.2323,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T01:00:00,MOTOR-001,主电机,1110,9.893,82.94,115.67,368.02,1406.9,0.2459,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T02:00:00,MOTOR-001,主电机,1116,10.549,81.21,114.54,377.53,1409.1,0.2436,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T03:00:00,MOTOR-001,主电机,1122,9.242,83.36,123.89,371.44,1394.4,0.2197,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T04:00:00,MOTOR-001,主电机,1128,6.798,83.85,118.09,378.28,1410.4,0.2197,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T05:00:00,MOTOR-001,主电机,1134,7.462,84.86,120.64,374.02,1422.0,0.2173,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T06:00:00,MOTOR-001,主电机,1140,8.796,85.91,122.13,371.34,1404.7,0.2088,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T07:00:00,MOTOR-001,主电机,1146,10.463,87.47,118.87,380.41,1411.2,0.1863,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T08:00:00,MOTOR-001,主电机,1152,10.515,88.8,121.1,374.34,1404.1,0.2017,严重退化,fault,轴承磨损+绕组绝缘老化
2026-01-09T09:00:00,MOTOR-001,主电机,1158,11.374,87.55,117.58,375.16,1399.2,0.1894,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T10:00:00,MOTOR-001,主电机,1164,9.325,91.23,117.13,370.71,1410.3,0.1676,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T11:00:00,MOTOR-001,主电机,1170,8.513,90.74,117.02,367.72,1403.2,0.1759,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T12:00:00,MOTOR-001,主电机,1176,7.36,91.49,117.67,378.36,1411.1,0.1666,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T13:00:00,MOTOR-001,主电机,1182,9.203,93.12,116.31,376.52,1406.4,0.1473,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T14:00:00,MOTOR-001,主电机,1188,9.549,92.82,118.89,375.09,1403.7,0.1488,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T15:00:00,MOTOR-001,主电机,1194,11.339,92.74,114.93,374.12,1408.6,0.1434,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T16:00:00,MOTOR-001,主电机,1200,11.407,93.03,123.49,373.02,1396.0,0.1407,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T17:00:00,MOTOR-001,主电机,1206,12.365,94.6,125.87,369.86,1404.5,0.1219,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T18:00:00,MOTOR-001,主电机,1212,8.693,93.48,123.12,373.36,1406.4,0.1257,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T19:00:00,MOTOR-001,主电机,1218,9.401,91.33,128.48,375.15,1397.1,0.1294,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T20:00:00,MOTOR-001,主电机,1224,8.596,91.3,117.44,373.17,1400.9,0.1084,临故障,fault,轴承磨损+绕组绝缘老化
2026-01-09T21:00:00,MOTOR-001,主电机,1230,9.359,90.69,117.72,373.41,1393.1,0.1206,临故障,fault,轴承磨损+绕组绝缘老化
